mean_fee,service_count,above_cap,sa3_code,sa3_name,sa4_code,sa4_name,file_source,year,month,date,city,cccpi,cpi
10.58,14,0,10102,Queanbeyan,101,Capital Region,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.29,8,0,10103,Snowy Mountains,101,Capital Region,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.23,22,0,10104,South Coast,101,Capital Region,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.77,14,1,10105,Goulburn - Mulwaree,101,Capital Region,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.6,13,1,10106,Young - Yass,101,Capital Region,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.37,68,1,10201,Gosford,102,Central Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.23,55,1,10202,Wyong,102,Central Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.57,16,0,10301,Bathurst,103,Central West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.46,20,0,10302,Lachlan Valley,103,Central West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.24,12,0,10303,Lithgow - Mudgee,103,Central West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.49,18,0,10304,Orange,103,Central West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.13,10,0,10401,Clarence Valley,104,Coffs Harbour - Grafton,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.26,39,1,10402,Coffs Harbour,104,Coffs Harbour - Grafton,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.25,10,0,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.64,20,0,10503,Dubbo,105,Far West and Orana,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.96,24,0,10601,Lower Hunter,106,Hunter Valley exc Newcastle,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.38,35,0,10602,Maitland,106,Hunter Valley exc Newcastle,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.68,22,1,10603,Port Stephens,106,Hunter Valley exc Newcastle,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.58,5,0,10604,Upper Hunter,106,Hunter Valley exc Newcastle,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.61,29,1,10701,Dapto - Port Kembla,107,Illawarra,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.85,47,3,10703,Kiama - Shellharbour,107,Illawarra,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.89,54,3,10704,Wollongong,107,Illawarra,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.36,16,3,10801,Great Lakes,108,Mid North Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.26,11,0,10802,Kempsey - Nambucca,108,Mid North Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.98,27,0,10804,Port Macquarie,108,Mid North Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.92,21,0,10805,Taree - Gloucester,108,Mid North Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.85,22,1,10901,Albury,109,Murray,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.64,9,0,10903,Upper Murray exc. Albury,109,Murray,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.3,10,0,11001,Armidale,110,New England and North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.32,6,0,11002,Inverell - Tenterfield,110,New England and North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
7.91,10,0,11003,Moree - Narrabri,110,New England and North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.28,24,1,11004,Tamworth - Gunnedah,110,New England and North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.98,43,1,11101,Lake Macquarie - East,111,Newcastle and Lake Macquarie,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.02,27,0,11102,Lake Macquarie - West,111,Newcastle and Lake Macquarie,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.11,73,4,11103,Newcastle,111,Newcastle and Lake Macquarie,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.19,22,0,11201,Richmond Valley - Coastal,112,Richmond - Tweed,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.89,16,0,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.01,26,0,11203,Tweed Valley,112,Richmond - Tweed,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.39,13,0,11301,Griffith - Murrumbidgee (West),113,Riverina,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
7.77,6,0,11302,Tumut - Tumbarumba,113,Riverina,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.27,38,1,11303,Wagga Wagga,113,Riverina,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.32,43,2,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9,18,1,11402,Southern Highlands,114,Southern Highlands and Shoalhaven,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.71,68,8,11501,Baulkham Hills,115,Sydney - Baulkham Hills and Hawkesbury,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.42,15,2,11502,Dural - Wisemans Ferry,115,Sydney - Baulkham Hills and Hawkesbury,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.55,5,0,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.78,21,0,11504,Rouse Hill - McGraths Hill,115,Sydney - Baulkham Hills and Hawkesbury,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.16,62,0,11601,Blacktown,116,Sydney - Blacktown,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.95,41,1,11602,Blacktown - North,116,Sydney - Blacktown,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
8.85,43,0,11603,Mount Druitt,116,Sydney - Blacktown,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.63,21,1,11701,Botany,117,Sydney - City and Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.79,22,14,11702,Marrickville - Sydenham - Petersham,117,Sydney - City and Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
12.62,104,68,11703,Sydney Inner City,117,Sydney - City and Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
14.03,67,58,11801,Eastern Suburbs - North,118,Sydney - Eastern Suburbs,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
12.44,68,44,11802,Eastern Suburbs - South,118,Sydney - Eastern Suburbs,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.64,94,3,11901,Bankstown,119,Sydney - Inner South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.58,72,1,11902,Canterbury,119,Sydney - Inner South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.35,59,8,11903,Hurstville,119,Sydney - Inner South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.87,57,1,11904,Kogarah - Rockdale,119,Sydney - Inner South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.62,38,17,12001,Canada Bay,120,Sydney - Inner West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
13.11,34,31,12002,Leichhardt,120,Sydney - Inner West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.14,66,20,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
12.87,65,44,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.97,39,9,12102,Hornsby,121,Sydney - North Sydney and Hornsby,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
13.51,45,40,12103,Ku-ring-gai,121,Sydney - North Sydney and Hornsby,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
14.36,43,42,12104,North Sydney - Mosman,121,Sydney - North Sydney and Hornsby,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
13.59,20,19,12201,Manly,122,Sydney - Northern Beaches,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.43,20,8,12202,Pittwater,122,Sydney - Northern Beaches,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.33,71,17,12203,Warringah,122,Sydney - Northern Beaches,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.14,33,0,12301,Camden,123,Sydney - Outer South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
8.55,77,1,12302,Campbelltown (NSW),123,Sydney - Outer South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
7.79,16,0,12303,Wollondilly,123,Sydney - Outer South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.23,24,0,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.24,75,1,12403,Penrith,124,Sydney - Outer West and Blue Mountains,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
8.9,19,0,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.03,22,0,12405,St Marys,124,Sydney - Outer West and Blue Mountains,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.43,27,5,12501,Auburn,125,Sydney - Parramatta,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.57,25,3,12502,Carlingford,125,Sydney - Parramatta,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.15,81,4,12503,Merrylands - Guildford,125,Sydney - Parramatta,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.71,79,4,12504,Parramatta,125,Sydney - Parramatta,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.35,20,6,12601,Pennant Hills - Epping,126,Sydney - Ryde,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
11.64,65,30,12602,Ryde - Hunters Hill,126,Sydney - Ryde,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
8.96,56,1,12701,Bringelly - Green Valley,127,Sydney - South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.13,68,4,12702,Fairfield,127,Sydney - South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
8.9,60,2,12703,Liverpool,127,Sydney - South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.45,60,6,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
9.7,61,2,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,syd,142,115.1
10.31,30,5,20101,Ballarat,201,Ballarat,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.8,20,0,20201,Bendigo,202,Bendigo,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.95,9,0,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.18,6,0,20301,Barwon - West,203,Geelong,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.08,47,1,20302,Geelong,203,Geelong,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.93,25,1,20303,Surf Coast - Bellarine Peninsula,203,Geelong,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.13,15,1,20401,Upper Goulburn Valley,204,Hume,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.22,11,0,20402,Wangaratta - Benalla,204,Hume,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.9,29,1,20403,Wodonga - Alpine,204,Hume,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.1,7,0,20501,Baw Baw,205,Latrobe - Gippsland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.35,11,1,20502,Gippsland - East,205,Latrobe - Gippsland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.39,11,0,20503,Gippsland - South West,205,Latrobe - Gippsland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.37,16,0,20504,Latrobe Valley,205,Latrobe - Gippsland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.9,10,0,20505,Wellington,205,Latrobe - Gippsland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.94,31,2,20601,Brunswick - Coburg,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
11.49,17,4,20602,Darebin - South,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
11.03,21,7,20603,Essendon,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
12.05,43,24,20604,Melbourne City,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
12.1,36,25,20605,Port Phillip,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
12.4,16,9,20606,Stonnington - West,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
11.44,33,10,20607,Yarra,206,Melbourne - Inner,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
12.33,43,27,20701,Boroondara,207,Melbourne - Inner East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.51,25,3,20702,Manningham - West,207,Melbourne - Inner East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
11.2,28,6,20703,Whitehorse - West,207,Melbourne - Inner East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
12.68,32,23,20801,Bayside,208,Melbourne - Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
12.29,56,32,20802,Glen Eira,208,Melbourne - Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
11.01,37,10,20803,Kingston,208,Melbourne - Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
11.92,9,7,20804,Stonnington - East,208,Melbourne - Inner South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.77,25,5,20901,Banyule,209,Melbourne - North East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.5,27,1,20902,Darebin - North,209,Melbourne - North East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.43,19,4,20903,Nillumbik - Kinglake,209,Melbourne - North East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.56,53,3,20904,Whittlesea - Wallan,209,Melbourne - North East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.25,11,2,21001,Keilor,210,Melbourne - North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.64,7,0,21002,Macedon Ranges,210,Melbourne - North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.34,15,1,21003,Moreland - North,210,Melbourne - North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.22,12,0,21004,Sunbury,210,Melbourne - North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.61,42,1,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.34,44,5,21101,Knox,211,Melbourne - Outer East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.69,5,1,21102,Manningham - East,211,Melbourne - Outer East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.87,37,0,21103,Maroondah,211,Melbourne - Outer East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.39,17,1,21104,Whitehorse - East,211,Melbourne - Outer East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.51,35,1,21105,Yarra Ranges,211,Melbourne - Outer East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.1,29,0,21201,Cardinia,212,Melbourne - South East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.65,32,1,21202,Casey - North,212,Melbourne - South East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.31,62,1,21203,Casey - South,212,Melbourne - South East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.77,44,2,21204,Dandenong,212,Melbourne - South East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.65,45,4,21205,Monash,212,Melbourne - South East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.43,43,0,21301,Brimbank,213,Melbourne - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.57,21,1,21302,Hobsons Bay,213,Melbourne - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
10.94,22,5,21303,Maribyrnong,213,Melbourne - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.3,45,0,21304,Melton - Bacchus Marsh,213,Melbourne - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.99,76,3,21305,Wyndham,213,Melbourne - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,mel,140.7,114.7
9.9,43,1,21401,Frankston,214,Mornington Peninsula,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.92,35,2,21402,Mornington Peninsula,214,Mornington Peninsula,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.68,17,1,21501,Grampians,215,North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.06,13,0,21502,Mildura,215,North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.44,10,1,21503,Murray River - Swan Hill,215,North West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.11,8,0,21601,Campaspe,216,Shepparton,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.81,10,0,21602,Moira,216,Shepparton,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.05,21,2,21603,Shepparton,216,Shepparton,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.47,8,0,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
10.19,9,1,21703,Colac - Corangamite,217,Warrnambool and South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.5,15,0,21704,Warrnambool,217,Warrnambool and South West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.44,26,0,30101,Capalaba,301,Brisbane - East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
8.81,26,0,30102,Cleveland - Stradbroke,301,Brisbane - East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.16,20,0,30103,Wynnum - Manly,301,Brisbane - East,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
8.87,12,0,30201,Bald Hills - Everton Park,302,Brisbane - North,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.3,26,0,30202,Chermside,302,Brisbane - North,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.62,16,0,30203,Nundah,302,Brisbane - North,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.29,18,0,30204,Sandgate,302,Brisbane - North,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.71,12,0,30301,Carindale,303,Brisbane - South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.84,25,0,30302,Holland Park - Yeronga,303,Brisbane - South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.09,30,0,30303,Mt Gravatt,303,Brisbane - South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
10.49,15,2,30304,Nathan,303,Brisbane - South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.18,19,0,30305,Rocklea - Acacia Ridge,303,Brisbane - South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
8.74,14,0,30306,Sunnybank,303,Brisbane - South,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.52,8,0,30401,Centenary,304,Brisbane - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.97,11,0,30402,Kenmore - Brookfield - Moggill,304,Brisbane - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
10.01,15,0,30403,Sherwood - Indooroopilly,304,Brisbane - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.32,20,0,30404,The Gap - Enoggera,304,Brisbane - West,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
10.54,28,6,30501,Brisbane Inner,305,Brisbane Inner City,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
10.71,12,1,30502,Brisbane Inner - East,305,Brisbane Inner City,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
10,32,1,30503,Brisbane Inner - North,305,Brisbane Inner City,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
10.38,15,0,30504,Brisbane Inner - West,305,Brisbane Inner City,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,bri,153.6,114.1
9.01,21,0,30601,Cairns - North,306,Cairns,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.41,44,0,30602,Cairns - South,306,Cairns,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
7,11,0,30603,Innisfail - Cassowary Coast,306,Cairns,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.14,5,0,30604,Port Douglas - Daintree,306,Cairns,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
7.42,10,0,30605,Tablelands (East) - Kuranda,306,Cairns,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.93,17,0,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
7.92,8,0,30702,Darling Downs - East,307,Darling Downs - Maranoa,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
9.46,11,0,30703,Granite Belt,307,Darling Downs - Maranoa,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
7.7,7,0,30801,Central Highlands (Qld),308,Central Queensland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.85,36,0,30803,Rockhampton,308,Central Queensland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.69,15,0,30805,Gladstone,308,Central Queensland,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
8.98,17,0,30901,Broadbeach - Burleigh,309,Gold Coast,excel_tables_-_march_quarter_2019.xlsx,2019,3,2019-03-01,aus,143.9,114.1
